title,movie_id,crew,tags
up,14160,Pete Docter,"animation, comedy, family, adventureag difference, central and south america, balloon, animation, float in the air, duringcreditsstinger, exploringcarl fredricksen spent hi entir life dream of explor the globe and experienc life to it fullest. but at age 78, life seem to have pass him by, until a twist of fate (and a persist 8-year old wilder explor name russell) give him a new leas on life. asner, christoph plummer, jordan nagai"
monsters vs aliens,15512,"Conrad Vernon, Rob Letterman","animation, family, adventure, scienc fictionalien, giant robot, duringcreditsstingerwhen susan murphi is unwittingli clobber by a meteor full of outer space gunk on her wed day, she mysteri grow to 49-feet-11-inches. the militari jump into action and captur susan, secret her away to a covert govern compound. she is renam ginormica and place in confin with a ragtag group of monsters...seth rogen, rees witherspoon, hugh lauri"
iron man,1726,Jon Favreau,"action, scienc fiction, adventuremiddl east, arm dealer, malibu, marvel comic, superhero, base on comic book, toni stark, iron man, aftercreditsstinger, marvel cinemat universe, counter terrorism, agent coulsonaft be held captiv in an afghan cave, billionair engin toni stark creat a uniqu weapon suit of armor to fight evil.robert downey jr., terrenc howard, jeff bridg"
hugo,44826,Martin Scorsese,"adventure, drama, familylibrary, clock, film director, key, toy, boy, love, orphan, robot, automaton, hiding, filmmaking, leg brace, doberman, 3dhugo is an orphan boy live in the wall of a train station in 1930 paris. he learn to fix clock and other gadget from hi father and uncl which he put to use keep the train station clock running. the onli thing that he ha left that connect him to hi dead father is an automaton (mechan man) that doesn't work without a special key which hugo need to find to unlock the secret he believ it contains. on hi adventures, he meet with a shopkeeper, georg melies, who work in the train station and hi adventure-seek god-daughter. hugo find that they have a surpris connect to hi father and the automaton, and he discov it unlock some memori the old man ha buri insid regard hi past.ben kingsley, sacha baron cohen, asa butterfield"
wild wild west,8487,Barry Sonnenfeld,"action, adventure, comedy, scienc fiction, westernsteampunk, base on tv series, steam locomotive, draglegless southern inventor dr. arliss loveless plan to rekindl the civil war by assassin presid u.s. grant. onli two men can stop him: gunfight jame west and master-of-disguis and inventor artemu gordon. the two must team up to thwart loveless' plans.wil smith, kevin kline, kenneth branagh"
the mummy: tomb of the dragon emperor,1735,Rob Cohen,"adventure, action, fantasyarchaeologist rick o'connel travel to china, pit him against an emperor from the 2,000-year-old han dynasti who' return from the dead to pursu a quest for world domination. thi time, o'connel enlist the help of hi wife and son to quash the so-cal 'dragon emperor' and hi abus of supernatur power.brendan fraser, jet li, john hannah"
suicide squad,297761,David Ayer,"action, adventure, crime, fantasy, scienc fictiondc comics, share universe, anti hero, secret mission, villain, superhero, supervillain, dc extend universefrom dc comic come the suicid squad, an antihero team of incarcer supervillain who act as deniabl asset for the unit state government, undertak high-risk black op mission in exchang for commut prison sentences.wil smith, margot robbie, joel kinnaman"
evan almighty,2698,Tom Shadyac,"fantasy, comedy, familyfath son relationship, daili life, marri couple, support, father, marriage, faith, baustelle, rescue, animal, nature, duringcreditsstinger, noah' arkgod contact congressman evan baxter and tell him to build an ark in prepar for a great flood.stev carell, lauren graham, john goodman"
edge of tomorrow,137113,Doug Liman,"action, scienc fictiondeja vu, time warp, restart, dystopia, war, alien, militari officer, soldier, alien invasion, exoskeletonmajor bill cage is an offic who ha never seen a day of combat when he is unceremoni demot and drop into combat. cage is kill within minutes, manag to take an alpha alien down with him. he awaken back at the begin of the same day and is forc to fight and die again... and again - as physic contact with the alien ha thrown him into a time loop.tom cruise, emili blunt, brendan gleeson"
waterworld,9804,Kevin Reynolds,"adventure, actionocean, tattoo, mutant, water, dystopia, doomsdayin a futurist world where the polar ice cap have melt and made earth a liquid planet, a beauti barmaid rescu a mutant seafar from a float island prison. they escape, along with her young charge, enola, and sail off aboard hi ship. but the trio soon becom the target of a menac pirat who covet the map to 'dryland' – which is tattoo on enola' back.kevin costner, chaim girafi, rick avil"
g.i. joe: the rise of cobra,14869,Stephen Sommers,"adventure, action, thriller, scienc fictionterrorist, secret, hostage, technology, warhead, government, president, revenge, murder, attack, explosion, scientist, lasers, evil, cobrafrom the egyptian desert to deep below the polar ice caps, the elit g.i. joe team use the latest in next-gener spi and militari equip to fight the corrupt arm dealer destro and the grow threat of the mysteri cobra organ to prevent them from plung the world into chaos.denni quaid, chan tatum, marlon wayan"
inside out,150540,Pete Docter,"drama, comedy, animation, familydream, cartoon, imaginari friend, animation, family, moving, kids, unicorn, duringcreditsstinger, 3d, emotionsgrow up can be a bumpi road, and it' no except for riley, who is uproot from her midwest life when her father start a new job in san francisco. like all of us, riley is guid by her emot - joy, fear, anger, disgust and sadness. the emot live in headquarters, the control center insid riley' mind, where they help advis her through everyday life. as riley and her emot struggl to adjust to a new life in san francisco, turmoil ensu in headquarters. although joy, riley' main and most import emotion, tri to keep thing positive, the emot conflict on how best to navig a new city, hous and school.ami poehler, phylli smith, richard kind"
the jungle book,278927,Jon Favreau,"family, adventure, drama, fantasybas on novel, snake, wolf, elephant, tiger, feral child, panther, remake, bear, jungle, talk animal, orphan, animal, talk to animalsaft a threat from the tiger shere khan forc him to flee the jungle, a man-cub name mowgli embark on a journey of self discoveri with the help of panther, bagheera, and free spirit bear, baloo.neel sethi, bill murray, ben kingsley"
iron man 2,10138,Jon Favreau,"adventure, action, scienc fictionmalibu, marvel comic, superhero, base on comic book, revenge, aftercreditsstinger, marvel cinemat universewith the world now awar of hi dual life as the armor superhero iron man, billionair inventor toni stark face pressur from the government, the press and the public to share hi technolog with the military. unwil to let go of hi invention, stark, with pepper pott and jame 'rhodey' rhode at hi side, must forg new allianc – and confront power enemies.robert downey jr., gwyneth paltrow, don cheadl"
snow white and the huntsman,58595,Rupert Sanders,"adventure, fantasy, dramaqueen, magic, fairi tale, immortality, forest, deception, woman, etern youth, snow white, evil queen, evil stepmother, imprisoned, sorceressaft the evil queen marri the king, she perform a violent coup in which the king is murder and hi daughter, snow white, is taken captive. almost a decad later, a grown snow white is still in the clutch of the queen. in order to obtain immortality, the evil queen need the heart of snow white. after snow escap the castle, the queen send the huntsman to find her in the dark forest.kristen stewart, charliz theron, chri hemsworth"
maleficent,102651,Robert Stromberg,"fantasy, adventure, action, family, romancefairi tale, villain, sleep beauty, dark fantasy, base on fairi tale, adaptation, retelling, literari adaptation, 3dthe untold stori of disney' most icon villain from the 1959 classic 'sleep beauty'. a beautiful, pure-heart young woman, malefic ha an idyl life grow up in a peaceabl forest kingdom, until one day when an invad armi threaten the harmoni of the land. malefic rise to be the land' fiercest protector, but she ultim suffer a ruthless betray – an act that begin to turn her heart into stone. bent on revenge, malefic face an epic battl with the invad king' successor and, as a result, place a curs upon hi newborn infant aurora. as the child grows, malefic realiz that aurora hold the key to peac in the kingdom - and to maleficent' true happi as well.angelina jolie, ell fanning, sharlto copley"
